date,temp_c
2/17/1992,1.616666667
2/18/1992,1.625
2/19/1992,1.608333333
2/20/1992,1.608333333
2/21/1992,1.558333333
2/22/1992,1.591666667
2/23/1992,1.6
2/24/1992,1.583333333
2/25/1992,1.608333333
2/26/1992,1.675
2/27/1992,1.633333333
2/28/1992,1.608333333
2/29/1992,1.591666667
3/1/1992,1.616666667
3/2/1992,1.6
3/3/1992,1.575
3/4/1992,1.608333333
3/5/1992,1.625
3/6/1992,1.608333333
3/7/1992,1.566666667
3/8/1992,1.666666667
3/9/1992,1.666666667
3/10/1992,1.741666667
3/11/1992,1.708333333
3/12/1992,1.708333333
3/13/1992,1.758333333
3/14/1992,1.8
3/15/1992,1.908333333
3/16/1992,2.033333333
3/17/1992,2.158333333
3/18/1992,2.033333333
3/19/1992,2.016666667
3/20/1992,2.033333333
3/21/1992,2.025
3/22/1992,2.075
3/23/1992,2.091666667
3/24/1992,2.091666667
3/25/1992,2.041666667
3/26/1992,2.175
3/27/1992,2.225
3/28/1992,2.25
3/29/1992,2.291666667
3/30/1992,2.341666667
3/31/1992,2.325
4/1/1992,2.45
4/2/1992,2.508333333
4/3/1992,2.608333333
4/4/1992,2.691666667
4/5/1992,2.841666667
4/6/1992,3
4/7/1992,3.225
4/8/1992,3.366666667
4/9/1992,3.525
4/10/1992,3.658333333
4/11/1992,3.875
4/12/1992,4.075
4/13/1992,4.308333333
4/14/1992,4.283333333
4/15/1992,4.275
4/16/1992,4.458333333
4/17/1992,4.525
4/18/1992,4.533333333
4/19/1992,4.55
4/20/1992,4.566666667
4/21/1992,4.416666667
4/22/1992,4.466666667
4/23/1992,4.433333333
4/24/1992,4.433333333
4/25/1992,4.475
4/26/1992,4.391666667
4/27/1992,4.425
4/28/1992,4.441666667
4/29/1992,4.466666667
4/30/1992,4.5
5/1/1992,4.541666667
5/2/1992,4.425
5/3/1992,4.45
5/4/1992,4.266666667
5/5/1992,4.258333333
5/6/1992,3.433333333
5/7/1992,3.366666667
5/8/1992,3.45
5/9/1992,3.066666667
5/10/1992,3.166666667
5/11/1992,3.416666667
5/12/1992,3.475
5/13/1992,3.666666667
5/14/1992,3.908333333
5/15/1992,3.858333333
5/16/1992,3.75
5/17/1992,3.916666667
5/18/1992,4.125
5/19/1992,4.433333333
5/20/1992,5.108333333
5/21/1992,6.233333333
5/22/1992,6.5
5/23/1992,6.725
5/24/1992,6.891666667
5/25/1992,7.041666667
5/26/1992,7.233333333
5/27/1992,7.666666667
5/28/1992,7.25
5/29/1992,7.683333333
5/30/1992,8.15
5/31/1992,7.358333333
6/1/1992,7.225
6/2/1992,7.625
6/3/1992,7.8
6/4/1992,7.725
6/5/1992,7.416666667
6/6/1992,7.283333333
6/7/1992,6.891666667
6/8/1992,6.483333333
6/9/1992,6.791666667
6/10/1992,7.058333333
6/11/1992,8.15
6/12/1992,7.225
6/13/1992,7.316666667
6/14/1992,7.758333333
6/15/1992,7.1
6/16/1992,8.275
6/17/1992,7.858333333
6/18/1992,7.65
6/19/1992,7.6
6/20/1992,7.008333333
6/21/1992,7.075
6/22/1992,7.475
6/23/1992,6.7
6/24/1992,6.925
6/25/1992,7.325
6/26/1992,7.058333333
6/27/1992,7.291666667
6/28/1992,7.241666667
6/29/1992,7.458333333
6/30/1992,6.808333333
7/1/1992,7.5
7/2/1992,7.775
7/3/1992,8.166666667
7/4/1992,9.441666667
7/5/1992,8.575
7/6/1992,7.883333333
7/7/1992,7.275
7/8/1992,7.591666667
7/9/1992,7.666666667
7/10/1992,8.016666667
7/11/1992,6.866666667
7/12/1992,7.325
7/13/1992,7.666666667
7/14/1992,7.791666667
7/15/1992,8.183333333
7/16/1992,8.3
7/17/1992,8.941666667
7/18/1992,9.5
7/19/1992,10.18333333
7/20/1992,10.65
7/21/1992,10.53333333
7/22/1992,8.85
7/23/1992,9.058333333
7/24/1992,9.1
7/25/1992,10.375
7/26/1992,10.68333333
7/27/1992,11.39166667
7/28/1992,11.675
7/29/1992,11.7
7/30/1992,12.54166667
7/31/1992,12.9
8/1/1992,13.125
8/2/1992,13.84166667
8/3/1992,13.15
8/4/1992,12.69166667
8/5/1992,13.575
8/6/1992,16.275
8/7/1992,18.8
8/8/1992,18.8
8/9/1992,18.81666667
8/10/1992,19.29166667
8/11/1992,28.7
8/12/1992,19.71666667
8/13/1992,17.71666667
8/14/1992,17.68
